feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
1.0066906032810088,0.4053540164969791,0.45972838370924557,-4.363859806263924,-1.3816501422981058,-2.3805562294419103,-1.2489445143969773,0.5170741244650832,-0.06112223539663659,0.7741267633070894,-0.8607855273625575,1.6599095862557578,-0.7157584112533988,0.5768149275302494,0.31331193523252143,0.46970930232713404,-1.218855877056821,1.3627345484131381,1.2718852005272887,-1.2700454253159252,1
3.203618486239936,-0.7078629991245649,-0.1598549951643658,0.20569949715569422,-1.9198084004804938,0.7563972707106221,-1.3332899757593575,-0.2791925770756756,-3.010265097709595,0.7097511899680113,3.457296466135496,1.6386911713847196,3.772126386217619,-2.635291602246853,1.036725981897636,-2.824894170036797,-5.352367030279546,0.24223595277248922,3.272336219393239,-12.615749213379775,1
0.08083857380046378,-1.297336683948079,5.9583903334573725,-12.57446354699129,-0.2265424088477117,-2.38162318245144,-3.1054816079051806,-5.08375363767833,-1.9828174553134483,4.415566987750721,2.759128550601387,-1.5944556149703542,1.4212701872413045,-1.4604441444963947,-3.1437980661860636,-2.74500071060922,4.521132844372879,-2.803548391374763,1.3149133903181902,-16.04318019806965,0
0.44651176618739097,0.6524711525959876,-3.803627976603343,-4.147973218147082,1.3201903414259641,0.8450939626833789,0.8432444566640827,-4.073603509324879,2.3574564794607245,2.5160314633881145,-2.3762114917833714,-1.0529723895891094,0.27769719658869696,0.06556370834627168,-0.45217913376999086,-1.5972378972963117,1.4049799871339717,-0.9686620308506212,0.09007189528903115,-1.8091871628099816,0
-0.3012835499516726,-0.52177461320506,-0.6035332827466512,-0.2766368383169402,0.9237215342245405,0.7899610397342112,0.16321869676653655,-2.0973605470871135,0.5341968971166347,-1.6638110162302628,0.2644010173328919,-1.1488144166618681,1.161537993196875,-0.33224778035555924,-2.210205068304088,-0.5257913915075935,0.8108740782028643,-1.4388817312145747,-0.42127279952176533,-2.0277592187408158,0
-0.6437983617746665,3.9449933590317294,0.9895503653241154,-7.424411940900739,-0.8087467509004999,-5.3138306495847205,-3.7715126328981814,0.9496034539957038,0.21858787624589165,3.0886792872754416,-2.376046834536502,-0.28648056256224175,-4.804623545895091,-0.33514943646539275,0.6890334096853239,-1.163084187828828,3.407862929339056,3.3576006592718293,2.4206999894123458,2.1767482813552466,1
-1.4073842191085402,4.363132834004826,2.403729387713976,-1.0676029271998297,-2.087000754567565,-2.824663946856293,0.20254998645490674,-0.06024230507727579,1.3932918304949122,5.217078342735015,-1.2109683448797308,-0.725541409244506,-2.0733453125356216,0.12757257240008957,5.142881425440128,1.8308327880915765,-2.9474196090367655,3.0720127205155014,3.731180104549371,6.363577352644599,1
-0.03509469418378108,0.3349867268999369,-1.4509925094864096,0.6129556196537108,-2.342163378674837,2.933620057906981,0.6847455151300195,0.6984571851464256,0.08770372340884881,1.4905908603713436,0.5081896198826292,-0.8850326284150185,2.7067191809746105,0.2252877479335489,0.8360846500675607,0.04388462753192668,-0.4880802388947312,-0.08793670908777207,-3.962618955421287,2.7614049203566347,0
-1.465289942646093,-1.4522514945979959,6.403275491809472,-0.01767080330224532,1.3547857761238253,-0.4316239376593113,1.2284678352212808,1.4710645033323169,-0.23107199171207352,2.5203414564450726,3.526796502995806,-0.5277333349063342,1.754976519501688,0.049495154496253524,-2.1171980081770974,-1.3956312885141229,2.400440561386875,-4.859699327419378,2.2369934916769614,-7.2868816335793625,0
-3.2238439112782777,2.0675746369484598,8.161180191390493,-5.156824320005157,-2.4485448115845356,0.007897527506163904,-3.5296929873624094,-2.0476665011711415,4.3739333153088324,-0.3999296924571296,2.280050746487607,-0.8884667245339974,-5.140455207798014,2.78668059085164,0.024325278226347224,3.701146471736301,-0.19588349287363555,-0.8475318705460024,-1.4915116979344205,6.750974911161994,0
2.553521023210276,0.3904528721432672,3.886445496578836,-1.7806751234458895,-0.482865905613282,-5.671332675643962,1.1532504131172199,0.01527841907623162,-3.950650097598409,-1.6333930178901668,2.9869254884477545,0.26311455391376093,3.4576516996979896,-1.0954573388603341,-1.214810569332072,2.892592845080047,-8.468929055204569,4.159569931452461,1.2754725137390954,-5.213441621162612,1
-1.6781463397178444,-0.9150236234230915,2.145136387268554,-4.185486285362177,-4.849142067463784,-2.806161576450296,-1.0007569859025036,-0.6361865033155105,2.664651555605833,0.3291153384055614,1.3773241519141215,-3.097572975224098,-0.131663609918518,0.001398255783546909,-1.1468040793235108,-4.127318011516955,1.7079580549655853,0.7976065261699198,0.960861808849415,-3.5687027725200275,1
